Ticker,Company,Headline,Label,Confidence,Polarity,Model
INFY.NS,Infosys,"Stocks to Watch Today: Infosys, Shadowfax, Caliber Mining, Sona BLW Precision, Cyient, Meesho, InterGlobe...",neutral,0.9401,0.0,FinBERT
INFY.NS,Infosys,Infosys Stock Leads 3 Founder Backed Indian Companies Worth Watching,positive,0.5486,0.5486,FinBERT
INFY.NS,Infosys,"Infosys shares down 5%, hit 52-week low: Why IT stock tumbled after Q4 results",negative,0.9642,-0.9642,FinBERT
INFY.NS,Infosys,Infosys share price today: Stock falls around 4% after Q4 numbers; what’s the outlook? Brokerages share r,negative,0.9453,-0.9453,FinBERT
INFY.NS,Infosys,INFY Forecast — Price Target — Prediction for 2027,neutral,0.8226,0.0,FinBERT
INFY.NS,Infosys,"Infosys, Rajesh Exports, TechM, among buzzing stocks as SENSEX jumps over 650 pts, NIFTY rises 1% in noon deals",positive,0.919,0.919,FinBERT
ICICIBANK.NS,ICICI Bank,"ICICI Bank Limited (ICICIBANK.NS) stock price, news, quote and history",neutral,0.9381,0.0,FinBERT
ICICIBANK.NS,ICICI Bank,ICICI Bank Share Price - Live NSE: ICICIBANK Stock Price & Chart,neutral,0.944,0.0,FinBERT
ICICIBANK.NS,ICICI Bank,Here's Why We Think ICICI Bank (NSE:ICICIBANK) Might Deserve Your Attention Today,neutral,0.7585,0.0,FinBERT
ICICIBANK.NS,ICICI Bank,"Financial services emerge as India Inc's biggest value creator, led by HDFC Bank, ICICI Bank and NSE",positive,0.7153,0.7153,FinBERT
ICICIBANK.NS,ICICI Bank,"ICICI Bank soars 3%, nears record high; brokerages upbeat on stock",positive,0.8116,0.8116,FinBERT
ICICIBANK.NS,ICICI Bank,ICICI Bank prices $1 billion debt in largest dollar issue by Indian private lender,neutral,0.8733,0.0,FinBERT
ICICIBANK.NS,ICICI Bank,Indian Oil Corporation Share Price Today - Live NSE/BSE,neutral,0.9385,0.0,FinBERT
ICICIBANK.NS,ICICI Bank,"Bank Nifty extends losses, down nearly 500 points in afternoon; ICICI Bank, HDFC Bank stocks drag index...",negative,0.9672,-0.9672,FinBERT
ICICIBANK.NS,ICICI Bank,India's ICICI Prudential AMC notches $14.4 billion valuation on trading-debut spike,neutral,0.5706,0.0,FinBERT
ICICIBANK.NS,ICICI Bank,ICICIBANK Forecast — Price Target — Prediction for 2027,neutral,0.8311,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,Hindustan Unilever Share Price Today - Live NSE/BSE,neutral,0.9422,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,"Kwality Wall’s (India) Share Price List At NSE, BSE After HUL Demerger",neutral,0.9433,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,"Hindustan Unilever’s ice cream arm Kwality Wall’s shares to list on NSE, BSE on February 16",neutral,0.9389,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,Hindustan Unilever rallies 6% in 2 days; what's driving FMCG stock?,neutral,0.7542,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,Kwality Wall''s Stock Debuts After HUL Demerger,neutral,0.4798,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,"Hindustan Unilever demerges Kwality Wall’s, 2.3 Billion shares to list on stock market",neutral,0.9181,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,CAM advised Kwality Wall's (India) Ltd in relation to listing of its equity shares on BSE and NSE,neutral,0.9324,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,"Hindustan Unilever Sees ₹230.10 Crore NSE Block Trade for 1,000,164 Shares",neutral,0.911,0.0,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,Hindustan Unilever falls up to 7% as stock adjusts for Kwality Wall's ice-cream business spin-off,negative,0.9301,-0.9301,FinBERT
HINDUNILVR.NS,Hindustan Unilever HUL,"Top gainers and losers on June 1: Tech Mahindra up 4%, Infosys up 3%; Hindustan Unilever down 3%, among top movers",positive,0.6613,0.6613,FinBERT
ITC.NS,ITC Limited,ITC Limited's (NSE:ITC) Shares May Have Run Too Fast Too Soon,negative,0.8927,-0.8927,FinBERT
ITC.NS,ITC Limited,"ITC Limited sets July 23 for 115th AGM, recommends ₹8 dividend",neutral,0.9338,0.0,FinBERT
ITC.NS,ITC Limited,"Stock market fall: RVNL, ITC, Swiggy, Britannia among 70 stocks that hit 52-week low on NSE",negative,0.9385,-0.9385,FinBERT
ITC.NS,ITC Limited,ITC Limited (NSE:ITC) Stock's Been Sliding But Fundamentals Look Decent: Will The Market Correct The Share Price In The Future?,negative,0.9185,-0.9185,FinBERT
ITC.NS,ITC Limited,"ITC, Auro Pharma, Power Grid: Stocks to buy— target prices, stop loss, risk-reward & more",neutral,0.9224,0.0,FinBERT
ITC.NS,ITC Limited,ITC Ltd. Records ₹18.54 Crore NSE Block Trade at ₹352.35 Per Share,neutral,0.7825,0.0,FinBERT
ITC.NS,ITC Limited,ITC HOTELS LIMITED Share Price - Live NSE: ITCHOTELS Stock Price & Chart,neutral,0.947,0.0,FinBERT
ITC.NS,ITC Limited,"Adani Power, Vedanta, ITC: Stocks to trade— Check key levels, target, stop loss & more",neutral,0.9263,0.0,FinBERT
ITC.NS,ITC Limited,ITC Ltd. Records ₹23.82 Crore NSE Block Trade at ₹340.20 Per Share,neutral,0.7933,0.0,FinBERT
ITC.NS,ITC Limited,"Stock market crash: HDFC Bank, ITC, Patanjali Foods, Cipla among 311 stocks that hit 52-week low on NSE",negative,0.9262,-0.9262,FinBERT
SBIN.NS,State Bank India SBI,SBI Funds Management share price: Stock lists at 6.85% premium on NSE; here's how much investors made per lot,neutral,0.9414,0.0,FinBERT
SBIN.NS,State Bank India SBI,State Bank of India and Amundi announce the successful listing of SBI Funds Management Ltd,neutral,0.692,0.0,FinBERT
SBIN.NS,State Bank India SBI,SBI Funds Management lists on exchanges after 41.66 times subscription,neutral,0.9322,0.0,FinBERT
SBIN.NS,State Bank India SBI,SBI Funds Management shares list with 7% premium at ₹613 on NSE,neutral,0.6963,0.0,FinBERT
SBIN.NS,State Bank India SBI,"SBI shareholders lose Rs 62,350 crore as stock falls nearly 6% in market sell-off",negative,0.9675,-0.9675,FinBERT
SBIN.NS,State Bank India SBI,"Through 2 IPOs, SBI eyes record asset unlock. Why it could be ‘once-in-a-generation balance-sheet event’",neutral,0.8236,0.0,FinBERT
SBIN.NS,State Bank India SBI,"SBI, insurers among biggest NSE IPO sellers as early investors sit on gains, could cash out with Rs 30,600...",positive,0.698,0.698,FinBERT
SBIN.NS,State Bank India SBI,"NSE IPO Triggers Value Unlocking Rally: Why NIACL, GIC RE, LIC, SBI and Bank of Baroda Shares Rose While IFCI Fell",positive,0.784,0.784,FinBERT
SBIN.NS,State Bank India SBI,SBIN Forecast — Price Target — Prediction for 2027,neutral,0.8384,0.0,FinBERT
SBIN.NS,State Bank India SBI,"NSE IPO: Why SBI, Bank of Baroda, GIC RE, LIC, IFCI, Tata Investment shares are in focus today",neutral,0.9325,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,Bharti Airtel: Tariff hike key trigger; Morgan Stanley 'OW' for 34% upside,positive,0.9181,0.9181,FinBERT
BHARTIARTL.NS,Bharti Airtel,Bharti Airtel gets shareholders' nod to increase stake in Africa business; how much does the telecom arm earn?,neutral,0.6029,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,Bharti Airtel shares rise 3.5% post-Q4 results; brokerages positive on telco,positive,0.9426,0.9426,FinBERT
BHARTIARTL.NS,Bharti Airtel,3 Indian Telecom Stocks With Strong Margins And Rich P E,positive,0.9016,0.9016,FinBERT
BHARTIARTL.NS,Bharti Airtel,"Mcap of 6 of top-10 most valued firms surges by ₹88,678 crore; ICICI Bank biggest gainer",positive,0.9312,0.9312,FinBERT
BHARTIARTL.NS,Bharti Airtel,"Reliance Industries, Bharti Airtel, Waaree: Stocks to buy— price targets, stop loss & more",neutral,0.8793,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,Explained: Why Bharti Airtel shares are down 3% today,negative,0.9696,-0.9696,FinBERT
BHARTIARTL.NS,Bharti Airtel,"Stocks to watch, July 13: Indian Bank, HCLTech, ICICI Pru AMC, LTM, DMart, NTPC, Bharti Airtel, Nuvoco Vistas",neutral,0.9202,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,Bharti Airtel Sees Rs. 38.17 Crore Block Trade on NSE at Rs. 1832.50 Per Share,neutral,0.9157,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,"Bharti Airtel hits over 4-month low, down 2%; what's making Street nervous?",negative,0.9657,-0.9657,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,"Bank Stocks Under Pressure: Axis, Kotak, HDFC Bank Shares Fall 5% After Q1 Results — Buy, Sell, Or Hold?",negative,0.9599,-0.9599,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,"Kotak Mahindra Bank to acquire Deutsche Bank India’s retail, private banking, wealth management business; key details",neutral,0.9019,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Buzzing Stocks: Diamond Power surges 10% on order win; Kotak Mahindra Bank slips,positive,0.9112,0.9112,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,"Kotak Mahindra Bank Limited's (NSE:KOTAKBANK) large institutional owners must be happy as stock continues to impress, up 3.2% over the past week",positive,0.9531,0.9531,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Stocks to buy or sell: Dharmesh Shah of ICICI Sec suggests buying Kotak Mahindra Bank shares on 22 June,neutral,0.9318,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Kotak Mahindra Bank marks 30 years of listing on National Stock Exchange,neutral,0.8766,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Kotak Secures 9.99% Federal Bank Stake in Surprise RBI Move,neutral,0.6278,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Kotak Mahindra Bank board to consider stock split proposal today,neutral,0.9341,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Kotak Mahindra Bank Stock Split 1:5 Approved on 40th Foundation Day,neutral,0.8797,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,"Kotak Mahindra Bank shares fall 3% after CEO's surprise exit. What Nomura, Jefferies said",negative,0.7636,-0.7636,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro's (NSE:LT) investors will be pleased with their strong 192% return over the last five years,positive,0.9409,0.9409,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro shares jump 8% in trade; what's driving investor interest?,neutral,0.6861,0.0,FinBERT
LT.NS,Larsen Toubro,"Stocks to Watch Today: Vedanta, Larsen and Toubro, Indian Hume Pipe, Bajaj Finance, Schaeffler India,...",neutral,0.9296,0.0,FinBERT
LT.NS,Larsen Toubro,L&T shares recover a little after tumbling 7% amid Middle East tensions; check what Macquarie said,negative,0.4603,-0.4603,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro Receives BSE and NSE Observation Letters for Proposed Scheme of Arrangement,neutral,0.9422,0.0,FinBERT
LT.NS,Larsen Toubro,"Stocks to Watch Today: Larsen & Toubro, M&M, Hero MotoCorp, Coforge, BHEL, Tata Technologies,...",neutral,0.9238,0.0,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro falls 22% since West Asia war; here's what analyst suggests,negative,0.8597,-0.8597,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro (NSE:LT) Ticks All The Boxes When It Comes To Earnings Growth,neutral,0.9089,0.0,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro Records ₹73.43 Crore Block Trade on NSE,neutral,0.8484,0.0,FinBERT
LT.NS,Larsen Toubro,"Larsen & Toubro surges nearly 2%, shares hit fresh record high; here is why",positive,0.7051,0.7051,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank Q1 Results: Earnings Call Transcript for June 30 Quarter Disclosed,neutral,0.7394,0.0,FinBERT
AXISBANK.NS,Axis Bank,"Sensex Declines By 443 Points On Heavy Selling In HDFC Bank, Axis Bank",negative,0.9633,-0.9633,FinBERT
AXISBANK.NS,Axis Bank,"Top Losers Today - NSE Top Losers Stocks Live, BSE Top Losers Shares Today",neutral,0.92,0.0,FinBERT
AXISBANK.NS,Axis Bank,"Bank Nifty falls over 2%, Axis Bank stock among top Nifty losers; all 14 constituents end in red",negative,0.9616,-0.9616,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank Limited (NSE:AXISBANK) is a favorite amongst institutional investors who own 63%,neutral,0.8005,0.0,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank up 2%; nears record high; what's driving private sector lender?,positive,0.7924,0.7924,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank Ltd. Share Price Today - Axis Bank Ltd. Stock Price Live NSE/BSE,neutral,0.9378,0.0,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank (NSE:AXISBANK) shareholders have earned a 15% CAGR over the last five years,positive,0.8278,0.8278,FinBERT
AXISBANK.NS,Axis Bank,"Financial services emerge as India Inc's biggest value creator, led by HDFC Bank, ICICI Bank and NSE",positive,0.7153,0.7153,FinBERT
AXISBANK.NS,Axis Bank,"Nifty Bank down 1%; Why SBI, ICICI Bank, Axis Bank, PNB shares fell today",negative,0.9679,-0.9679,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints shares jump 3% after Q4 beat; brokerages see up to 34% upside but divided on outlook,positive,0.8735,0.8735,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints Limited (NSE:ASIANPAINT) Analysts Are Pretty Bullish On The Stock After Recent Results,positive,0.8633,0.8633,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints Ltd. Share Price Today - Asian Paints Ltd. Stock Price Live NSE/BSE,neutral,0.938,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,"RIL, Asian Paints, HDFC Bank, TCS, among other shares change hands via block deals on June 24",neutral,0.9527,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints shares tumble 5% after Q3 PAT falls 5% YoY,negative,0.9644,-0.9644,FinBERT
ASIANPAINT.NS,Asian Paints,"Dividend stocks: LIC, Asian Paints, 28 others to remain in focus next week",neutral,0.9352,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints promoter Smiti Holding discloses share pledge details,neutral,0.947,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,Investing in Asian Paints (NSE:ASIANPAINT) a year ago would have delivered you a 21% gain,positive,0.9294,0.9294,FinBERT
ASIANPAINT.NS,Asian Paints,"Berger Paints hits 3-month high on strong Q4 results; Asian Paints, others see rub-off effect, rise up to...",positive,0.9494,0.9494,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints shares rally 6%. Here are 4 reasons behind the surge today,neutral,0.8528,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Maruti Suzuki Share Price,neutral,0.9366,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,"Will Maruti reclaim ₹15,000-mark in next 3 months? Analyst flags key hurdle",neutral,0.928,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Is Now The Time To Put Maruti Suzuki India (NSE:MARUTI) On Your Watchlist?,neutral,0.9269,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,"Maruti Suzuki India stock jumps 4%, top Nifty gainer today as Jefferies upgrades to 'Buy'; check target...",positive,0.9353,0.9353,FinBERT
MARUTI.NS,Maruti Suzuki,MARUTI Forecast — Price Target — Prediction for 2027,neutral,0.6437,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Maruti Suzuki Begins Kharkhoda Plant Output; Shares Fall 2.37%,negative,0.965,-0.965,FinBERT
MARUTI.NS,Maruti Suzuki,Earnings To Watch: Maruti Suzuki India Ltd (NSE:MARUTI) Reports Q4 2026 Result,neutral,0.9283,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Maruti Suzuki India Ltd. Share Price Today - Maruti Suzuki India Ltd. Stock Price Live NSE/BSE,neutral,0.9409,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Maruti Suzuki shares gain 5% on Q4 show; analysts project up to 22% upside,positive,0.9438,0.9438,FinBERT
MARUTI.NS,Maruti Suzuki,"Maruti Suzuki shares decline up to 3% on missing Q3 profit estimates, drag auto index up to 2%",negative,0.9717,-0.9717,FinBERT
SUNPHARMA.NS,Sun Pharma,Top 14 Pharma Stocks To Buy In India July 2026,neutral,0.9303,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,"Nifty Pharma crashes nearly 2%; Cipla, Dr Reddy's among top Nifty losers after Trump's tariff plan",negative,0.8405,-0.8405,FinBERT
SUNPHARMA.NS,Sun Pharma,Why Sun Pharma is up today? - Reasons explained,neutral,0.9195,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharma shares slip post Q4; analysts cautious on near-term upside,negative,0.971,-0.971,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharmaceutical Industries Limited's (NSE:SUNPHARMA) Share Price Not Quite Adding Up,neutral,0.4699,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharma - 6 pharma stocks that Bernstein sees up to 40% upside potential. Do you own any?,neutral,0.8413,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Best Pharma Stocks in India 2026,neutral,0.769,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharmaceutical Industries Ltd. Share Price Live Today,neutral,0.9263,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,"Stocks to watch, June 22: Tata Motors, Voltas, oil-linked stocks, RIL, Dalmia Bharat, Sun Pharma",neutral,0.9265,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Those who invested in Sun Pharmaceutical Industries (NSE:SUNPHARMA) five years ago are up 205%,positive,0.8814,0.8814,FinBERT
TITAN.NS,Titan Company,"Titan eyes 2x growth by FY30; analysts back expansion plans, mkt share gain",positive,0.6303,0.6303,FinBERT
TITAN.NS,Titan Company,"Trade Spotlight: How should you trade NLC India, KSB, Titan Company, Adani Power, Nykaa, Natco Pharma, and...",neutral,0.9328,0.0,FinBERT
TITAN.NS,Titan Company,"Titan Falls 6%: JP Morgan Upgrades to ₹5,400 Despite Miss",positive,0.6339,0.6339,FinBERT
TITAN.NS,Titan Company,Best Gold Stocks in India 2025,neutral,0.8517,0.0,FinBERT
TITAN.NS,Titan Company,"India raised gold, silver import tariffs: The implications for Titan",positive,0.6842,0.6842,FinBERT
TITAN.NS,Titan Company,"Titan Company Sees ₹68.53 Crore Block Trade on NSE at ₹3,911.40 Per Share",neutral,0.893,0.0,FinBERT
TITAN.NS,Titan Company,Stock market today: Which are top 10 gainers and losers on NSE & BSE on June 22? Check list,neutral,0.6715,0.0,FinBERT
TITAN.NS,Titan Company,"Titan Q3 results: Net profit jumps 61% YoY to ₹1,684 crore, revenue rises 42% — Details here",positive,0.8614,0.8614,FinBERT
TITAN.NS,Titan Company,"Titan, Kalyan, Senco, Thangamayil extend rally, surge up to 9%; here's why",positive,0.913,0.913,FinBERT
TITAN.NS,Titan Company,"Trade Spotlight: How should you trade Manappuram Finance, Polycab India, Titan Company, Union Bank, Indus...",neutral,0.9369,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,UltraTech Cement files FY26 sustainability report with exchanges,neutral,0.912,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,Top 17 Cement Stocks To Buy In India July 2026,neutral,0.9245,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,Q1 results 2026: Paytm to UltraTech Cement among companies to declare Q1 results today; full list here,neutral,0.9066,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,UltraTech Cement stock trades near record levels as strong earnings and capacity expansion support v,positive,0.95,0.95,FinBERT
ULTRACEMCO.NS,UltraTech Cement,"UltraTech Cement Share Price Fall 2.97% to Close at ₹12,664 Amid Broad Sector Weakness",negative,0.96,-0.96,FinBERT
ULTRACEMCO.NS,UltraTech Cement,Investing in UltraTech Cement (NSE:ULTRACEMCO) five years ago would have delivered you a 144% gain,positive,0.8787,0.8787,FinBERT
ULTRACEMCO.NS,UltraTech Cement,"Ultratech Cement, Hindalco, Grasim Industries, JSW Steel, among top gainers on March 16 amid volatile market; NIFTY50 trades above 23,100",positive,0.8793,0.8793,FinBERT
ULTRACEMCO.NS,UltraTech Cement,NSE launches Nifty Cement Index; here's everything investors need to know,neutral,0.9093,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,PI Industries - Ultratech Cement among 5 F&O stocks with a sharp rise in futures open interest,positive,0.9284,0.9284,FinBERT
ULTRACEMCO.NS,UltraTech Cement,UltraTech Cement shares fall 1% as quarterly margins underwhelm in Q2; brokerages see better H2FY26,negative,0.9711,-0.9711,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Bajaj Finserv Share Price Today, Bajaj Finserv Stock Price Live NSE/BSE Updates",neutral,0.9484,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Adani Entp, Bajaj Finance to Coal India: Top Nifty stocks MF bought in June",positive,0.6038,0.6038,FinBERT
BAJFINANCE.NS,Bajaj Finance,Bajaj Finserv BSE Top 10 Banks ETF (BANK10BETF) Share Price,neutral,0.9177,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Mcap of 6 of top-10 most valued firms surges by ₹1 lakh crore; Airtel, Bajaj Finance top gainers",positive,0.9391,0.9391,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Stocks to Watch Today: Vedanta, Larsen and Toubro, Indian Hume Pipe, Bajaj Finance, Schaeffler India,...",neutral,0.9296,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,Bajaj Finance Ltd. Share Price Today - Bajaj Finance Ltd. Stock Price Live NSE/BSE,neutral,0.9403,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,Bajaj Finance Limited's (NSE:BAJFINANCE) Shareholders Might Be Looking For Exit,neutral,0.9312,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,Why Bajaj Finance Share Price is Falling,neutral,0.8814,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,"LIC buys Bajaj Finance debentures worth ₹5,120 Crore",neutral,0.9219,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Stocks to watch today: Bajaj Finance, Adani Power, Vedanta, MOFSL, L&T",neutral,0.9373,0.0,FinBERT
WIPRO.NS,Wipro,Wipro shares tank 7% amid heavy volumes on buyback record date,positive,0.5404,0.5404,FinBERT
WIPRO.NS,Wipro,Has Wipro Limited's (NSE:WIPRO) Impressive Stock Performance Got Anything to Do With Its Fundamentals?,neutral,0.7939,0.0,FinBERT
