Ticker,Company,Headline,Label,Confidence,Polarity,Model
SBIN.NS,State Bank India SBI,SBI Share Price - Live NSE: SBIN Stock Price & Chart,neutral,0.9373,0.0,FinBERT
SBIN.NS,State Bank India SBI,SBI share price falls ahead of SBI Funds Management IPO opening today. Do you own?,negative,0.5024,-0.5024,FinBERT
SBIN.NS,State Bank India SBI,Bank of India (BANKINDIA) Share Price,neutral,0.9457,0.0,FinBERT
SBIN.NS,State Bank India SBI,"From Rs 2 crore to Rs 5,000 crore! How NSE IPO is a jackpot for SBI with 256,775% profit",neutral,0.645,0.0,FinBERT
SBIN.NS,State Bank India SBI,"SBI, insurers among biggest NSE IPO sellers as early investors sit on gains, could cash out with Rs 30,600...",positive,0.698,0.698,FinBERT
SBIN.NS,State Bank India SBI,"Through 2 IPOs, SBI eyes record asset unlock. Why it could be ‘once-in-a-generation balance-sheet event’",neutral,0.8236,0.0,FinBERT
SBIN.NS,State Bank India SBI,"NSE IPO Triggers Value Unlocking Rally: Why NIACL, GIC RE, LIC, SBI and Bank of Baroda Shares Rose While IFCI Fell",positive,0.784,0.784,FinBERT
SBIN.NS,State Bank India SBI,"India's largest asset manager draws top sovereign funds in $1.2 billion IPO, sources say",neutral,0.5537,0.0,FinBERT
SBIN.NS,State Bank India SBI,"SBI Funds Management IPO allotment: Status finalised; how to check online on NSE, BSE, KFin Technologies",neutral,0.9441,0.0,FinBERT
SBIN.NS,State Bank India SBI,"SBI Funds Management IPO allotment likely today. GMP, steps to check share allotment status on BSE, NSE, KFin Tech",neutral,0.952,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,"Mcap of 6 of top-10 most valued firms surges ₹1 trillion, Airtel top gainer",positive,0.9364,0.9364,FinBERT
BHARTIARTL.NS,Bharti Airtel,Bharti Airtel gets shareholders' nod to increase stake in Africa business; how much does the telecom arm earn?,neutral,0.6029,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,"Mcap of 6 of top-10 most valued firms surges by ₹88,678 crore; ICICI Bank biggest gainer",positive,0.9312,0.9312,FinBERT
BHARTIARTL.NS,Bharti Airtel,"Reliance Industries, Bharti Airtel, Waaree: Stocks to buy— price targets, stop loss & more",neutral,0.8793,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,Bharti Airtel shares rise 3.5% post-Q4 results; brokerages positive on telco,positive,0.9426,0.9426,FinBERT
BHARTIARTL.NS,Bharti Airtel,3 Indian Telecom Stocks With Strong Margins And Rich P E,positive,0.9016,0.9016,FinBERT
BHARTIARTL.NS,Bharti Airtel,"Stocks to watch, July 13: Indian Bank, HCLTech, ICICI Pru AMC, LTM, DMart, NTPC, Bharti Airtel, Nuvoco Vistas",neutral,0.9202,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,Explained: Why Bharti Airtel shares are down 3% today,negative,0.9696,-0.9696,FinBERT
BHARTIARTL.NS,Bharti Airtel,Bharti Airtel Sees Rs. 38.17 Crore Block Trade on NSE at Rs. 1832.50 Per Share,neutral,0.9157,0.0,FinBERT
BHARTIARTL.NS,Bharti Airtel,Bharti Airtel: Tariff hike key trigger; Morgan Stanley 'OW' for 34% upside,positive,0.9181,0.9181,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,"Axistecetf Share Price, Stock Price - NSE/BSE Live",neutral,0.9492,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,"HDFC Bank Ltd Share Price Today,, HDFCBANK Share Price NSE, BSE",neutral,0.9444,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Buzzing Stocks: Diamond Power surges 10% on order win; Kotak Mahindra Bank slips,positive,0.9112,0.9112,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,"India shares climb, with just five major stocks making up most Nifty gains",negative,0.5832,-0.5832,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Stocks to buy or sell: Dharmesh Shah of ICICI Sec suggests buying Kotak Mahindra Bank shares on 22 June,neutral,0.9318,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Kotak Rings in 30 Years on the NSE Marking India's Rise as a Robust Financial Market,positive,0.8814,0.8814,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,"Kotak Mahindra Bank Limited's (NSE:KOTAKBANK) large institutional owners must be happy as stock continues to impress, up 3.2% over the past week",positive,0.9531,0.9531,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Kotak Mahindra Bank marks 30 years of listing on National Stock Exchange,neutral,0.8766,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Kotak Secures 9.99% Federal Bank Stake in Surprise RBI Move,neutral,0.6278,0.0,FinBERT
KOTAKBANK.NS,Kotak Mahindra Bank,Kotak Mahindra Bank board to consider stock split proposal today,neutral,0.9341,0.0,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro Share Price - Live NSE: LT Stock Price & Chart,neutral,0.9416,0.0,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro's (NSE:LT) investors will be pleased with their strong 192% return over the last five years,positive,0.9409,0.9409,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro shares jump 8% in trade; what's driving investor interest?,neutral,0.6861,0.0,FinBERT
LT.NS,Larsen Toubro,"Stocks to Watch Today: Vedanta, Larsen and Toubro, Indian Hume Pipe, Bajaj Finance, Schaeffler India,...",neutral,0.9296,0.0,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro Receives BSE and NSE Observation Letters for Proposed Scheme of Arrangement,neutral,0.9422,0.0,FinBERT
LT.NS,Larsen Toubro,"Stocks to Watch Today: Larsen & Toubro, M&M, Hero MotoCorp, Coforge, BHEL, Tata Technologies,...",neutral,0.9238,0.0,FinBERT
LT.NS,Larsen Toubro,L&T shares recover a little after tumbling 7% amid Middle East tensions; check what Macquarie said,negative,0.4603,-0.4603,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro falls 22% since West Asia war; here's what analyst suggests,negative,0.8597,-0.8597,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro (NSE:LT) Ticks All The Boxes When It Comes To Earnings Growth,neutral,0.9089,0.0,FinBERT
LT.NS,Larsen Toubro,Larsen & Toubro Records ₹73.43 Crore Block Trade on NSE,neutral,0.8484,0.0,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank Share Price - Live NSE: AXISBANK Stock Price & Chart,neutral,0.9473,0.0,FinBERT
AXISBANK.NS,Axis Bank,"ICICI Bank Share Price Today, ICICI Bank Stock Price Live NSE/BSE Updates",neutral,0.9448,0.0,FinBERT
AXISBANK.NS,Axis Bank,"YES Bank Share Price Today, YES Bank Stock Price Live NSE/BSE Updates",neutral,0.9445,0.0,FinBERT
AXISBANK.NS,Axis Bank,"HDFC Bank Ltd Share Price Today,, HDFCBANK Share Price NSE, BSE",neutral,0.9444,0.0,FinBERT
AXISBANK.NS,Axis Bank,"Bank Nifty falls over 2%, Axis Bank stock among top Nifty losers; all 14 constituents end in red",negative,0.9616,-0.9616,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank up 2%; nears record high; what's driving private sector lender?,positive,0.7924,0.7924,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank (NSE:AXISBANK) shareholders have earned a 15% CAGR over the last five years,positive,0.8278,0.8278,FinBERT
AXISBANK.NS,Axis Bank,"Top gainers, losers on NSE, BSE 16th Dec: Sensex, Nifty stay under pressure, Axis Bank, JSW Steel among top losers",negative,0.9376,-0.9376,FinBERT
AXISBANK.NS,Axis Bank,Axis Bank Makes Q4FY26 Earnings Call Transcript Available to Stakeholders,neutral,0.9436,0.0,FinBERT
AXISBANK.NS,Axis Bank,"Top Losers Today - NSE Top Losers Stocks Live, BSE Top Losers Shares Today",neutral,0.92,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints shares jump 3% after Q4 beat; brokerages see up to 34% upside but divided on outlook,positive,0.8735,0.8735,FinBERT
ASIANPAINT.NS,Asian Paints,"RIL, Asian Paints, HDFC Bank, TCS, among other shares change hands via block deals on June 24",neutral,0.9527,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,Investing in Asian Paints (NSE:ASIANPAINT) a year ago would have delivered you a 21% gain,positive,0.9294,0.9294,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints Ltd. Share Price Today - Asian Paints Ltd. Stock Price Live NSE/BSE,neutral,0.938,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints shares tumble 5% after Q3 PAT falls 5% YoY,negative,0.9644,-0.9644,FinBERT
ASIANPAINT.NS,Asian Paints,"Dividend stocks: LIC, Asian Paints, 28 others to remain in focus next week",neutral,0.9352,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints promoter Smiti Holding discloses share pledge details,neutral,0.947,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,"Berger Paints hits 3-month high on strong Q4 results; Asian Paints, others see rub-off effect, rise up to...",positive,0.9494,0.9494,FinBERT
ASIANPAINT.NS,Asian Paints,"While institutions own 30% of Asian Paints Limited (NSE:ASIANPAINT), private companies are its largest shareholders with 40% ownership",neutral,0.9523,0.0,FinBERT
ASIANPAINT.NS,Asian Paints,Asian Paints Sees Rs. 97.61 Crore Block Trade on NSE,neutral,0.5861,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Maruti Suzuki Share Price,neutral,0.9366,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,"Stocks to Watch Today: Tech Mahindra, WeWork India, Borosil Renewables, Servotech Renewable, Maruti...",neutral,0.9028,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,"Will Maruti reclaim ₹15,000-mark in next 3 months? Analyst flags key hurdle",neutral,0.928,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Is Now The Time To Put Maruti Suzuki India (NSE:MARUTI) On Your Watchlist?,neutral,0.9269,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Top Gainers Losers NSE,neutral,0.7919,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Maruti Suzuki Begins Kharkhoda Plant Output; Shares Fall 2.37%,negative,0.965,-0.965,FinBERT
MARUTI.NS,Maruti Suzuki,Stock market today: Which are top gainers and losers on NSE & BSE on June 24? Check list,neutral,0.7047,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Maruti Suzuki India Ltd. Share Price Today - Maruti Suzuki India Ltd. Stock Price Live NSE/BSE,neutral,0.9409,0.0,FinBERT
MARUTI.NS,Maruti Suzuki,Maruti Suzuki shares gain 5% on Q4 show; analysts project up to 22% upside,positive,0.9438,0.9438,FinBERT
MARUTI.NS,Maruti Suzuki,"Maruti Suzuki shares decline up to 3% on missing Q3 profit estimates, drag auto index up to 2%",negative,0.9717,-0.9717,FinBERT
SUNPHARMA.NS,Sun Pharma,Top 14 Pharma Stocks To Buy In India July 2026,neutral,0.9303,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,"Nifty Pharma jumps nearly 2%; Dr Reddy's, Sun Pharma and Cipla lead gains, dominate Nifty gainers list",positive,0.9263,0.9263,FinBERT
SUNPHARMA.NS,Sun Pharma,Why Sun Pharma is up today? - Reasons explained,neutral,0.9195,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharmaceutical Industries Limited's (NSE:SUNPHARMA) Share Price Not Quite Adding Up,neutral,0.4699,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharma shares slip post Q4; analysts cautious on near-term upside,negative,0.971,-0.971,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharma - 6 pharma stocks that Bernstein sees up to 40% upside potential. Do you own any?,neutral,0.8413,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Best Pharma Stocks in India 2026,neutral,0.769,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,"Piramal Pharma, Cohance Lifesciences, Sun Pharma, Cipla, Dr Reddy's, other pharma shares jump; what's driving the rally?",neutral,0.7633,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharma dividend schedule: Board announces record date for ₹5/share final dividend issue,neutral,0.9127,0.0,FinBERT
SUNPHARMA.NS,Sun Pharma,Sun Pharmaceutical Industries Ltd. Share Price Live Today,neutral,0.9263,0.0,FinBERT
TITAN.NS,Titan Company,Titan Company Share Price,neutral,0.9441,0.0,FinBERT
TITAN.NS,Titan Company,"Titan, Kalyan, Senco, Thangamayil extend rally, surge up to 9%; here's why",positive,0.913,0.913,FinBERT
TITAN.NS,Titan Company,"Trade Spotlight: How should you trade NLC India, KSB, Titan Company, Adani Power, Nykaa, Natco Pharma, and...",neutral,0.9328,0.0,FinBERT
TITAN.NS,Titan Company,"Titan Falls 6%: JP Morgan Upgrades to ₹5,400 Despite Miss",positive,0.6339,0.6339,FinBERT
TITAN.NS,Titan Company,Best Gold Stocks in India 2025,neutral,0.8517,0.0,FinBERT
TITAN.NS,Titan Company,Stock market today: Which are top 10 gainers and losers on NSE & BSE on June 22? Check list,neutral,0.6715,0.0,FinBERT
TITAN.NS,Titan Company,"India raised gold, silver import tariffs: The implications for Titan",positive,0.6842,0.6842,FinBERT
TITAN.NS,Titan Company,"Titan Company Sees ₹68.53 Crore Block Trade on NSE at ₹3,911.40 Per Share",neutral,0.893,0.0,FinBERT
TITAN.NS,Titan Company,"Titan Q3 results: Net profit jumps 61% YoY to ₹1,684 crore, revenue rises 42% — Details here",positive,0.8614,0.8614,FinBERT
TITAN.NS,Titan Company,"Titan eyes 2x growth by FY30; analysts back expansion plans, mkt share gain",positive,0.6303,0.6303,FinBERT
ULTRACEMCO.NS,UltraTech Cement,"UltraTech Cem Share Price Today, UltraTech Cem Stock Price Live NSE/BSE Updates",neutral,0.9466,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,Top 17 Cement Stocks To Buy In India July 2026,neutral,0.9245,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,UltraTech Cement confirms no encumbrance on India Cements shares as of 31 Mar 2026,neutral,0.9383,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,"UltraTech Cement Share Price Fall 2.97% to Close at ₹12,664 Amid Broad Sector Weakness",negative,0.96,-0.96,FinBERT
ULTRACEMCO.NS,UltraTech Cement,UltraTech Cement Q4 results - Declares dividend of Rs 240 per share,neutral,0.917,0.0,FinBERT
ULTRACEMCO.NS,UltraTech Cement,Investing in UltraTech Cement (NSE:ULTRACEMCO) five years ago would have delivered you a 144% gain,positive,0.8787,0.8787,FinBERT
ULTRACEMCO.NS,UltraTech Cement,"Ultratech Cement, Hindalco, Grasim Industries, JSW Steel, among top gainers on March 16 amid volatile market; NIFTY50 trades above 23,100",positive,0.8793,0.8793,FinBERT
ULTRACEMCO.NS,UltraTech Cement,UltraTech UltraTech Ready Mixed Concrete from UltraTech Cement - a classic material for modern build,positive,0.6804,0.6804,FinBERT
ULTRACEMCO.NS,UltraTech Cement,UltraTech Cement shares fall 1% as quarterly margins underwhelm in Q2; brokerages see better H2FY26,negative,0.9711,-0.9711,FinBERT
ULTRACEMCO.NS,UltraTech Cement,NSE launches Nifty Cement Index; here's everything investors need to know,neutral,0.9093,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,Bajaj Finance Share Price - Live NSE: BAJFINANCE Stock Price & Chart,neutral,0.9462,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,Can D-Street build on its recent rally? What the charts indicate,neutral,0.8248,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Adani Entp, Bajaj Finance to Coal India: Top Nifty stocks MF bought in June",positive,0.6038,0.6038,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Stocks to Watch Today: PB Fintech, Bajaj Finance, CSB Bank, Ujjivan SFB, Marico, Titagarh Rail, BLS...",neutral,0.9391,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,Bajaj Finance Ltd. Share Price Today - Bajaj Finance Ltd. Stock Price Live NSE/BSE,neutral,0.9403,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,Bajaj Finance Limited's (NSE:BAJFINANCE) Shareholders Might Be Looking For Exit,neutral,0.9312,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,"LIC buys Bajaj Finance debentures worth ₹5,120 Crore",neutral,0.9219,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Top gainers & losers on NSE, BSE 11th Nov: Sensex, Nifty 50 off day’s low, Bajaj twin shares drag financial index",negative,0.5527,-0.5527,FinBERT
BAJFINANCE.NS,Bajaj Finance,Bajaj Finance informs shareholders on TDS for final dividend,neutral,0.9494,0.0,FinBERT
BAJFINANCE.NS,Bajaj Finance,"Stocks to watch today: Bajaj Finance, Adani Power, Vedanta, MOFSL, L&T",neutral,0.9373,0.0,FinBERT
WIPRO.NS,Wipro,"Wipro Ltd. Share Price, Stock Price - NSE/BSE Live",neutral,0.9408,0.0,FinBERT
WIPRO.NS,Wipro,Wipro shares tank 7% amid heavy volumes on buyback record date,positive,0.5404,0.5404,FinBERT
WIPRO.NS,Wipro,"Nifty IT falls nearly 3%; Infosys, TCS, Wipro among top losers as US rate fear, AI disruption weigh on...",negative,0.9423,-0.9423,FinBERT
WIPRO.NS,Wipro,Has Wipro Limited's (NSE:WIPRO) Impressive Stock Performance Got Anything to Do With Its Fundamentals?,neutral,0.7939,0.0,FinBERT
WIPRO.NS,Wipro,"BSE set for Nifty50 hot seat, likely to replace Wipro in September rejig",neutral,0.8228,0.0,FinBERT
